company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Fiontec Technologies GmbH,1,1,0,0,0,0,73.0,Recruiter,Recruiting,39.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Gerbera Technologies,1,1,0,0,0,0,73.0,Recruiter,Recruiting,39.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
MSol Technologies Pvt. Ltd,1,0,1,0,0,0,74.0,Talent Acquisition,Recruiting,39.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
NAVA - Technology for Business,4,2,1,0,1,0,56.8,Recruiter,Recruiting,39.3,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
International Development Resources LTD,3,3,0,0,0,0,60.0,Recruiter,Recruiting,39.3,GLOBAL_TECH,LOW,company name contains tech keyword: 'development',,,
OpenDev Pro,1,1,0,0,0,0,72.0,Recruiter,Recruiting,39.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Andersen Lab,5,5,0,0,0,0,46.4,Recruiter,Recruiting,38.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
APRIORI - business solutions AG,1,1,0,0,0,0,71.0,Recruiter,Recruiting,38.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Circet USA,1,1,0,0,0,0,71.0,Recruiter,Recruiting,38.6,US_CANADA_NEARSHORE,HIGH,company name contains geographic keyword: 'usa',,,
ManpowerGroup Argentina,1,0,0,0,1,0,73.0,Director,Management,38.6,LATAM_USD,HIGH,company name contains geographic keyword: 'argentina',,,
Matera,1,1,0,0,0,0,71.0,Recruiter,Recruiting,38.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NerdBench Technical Recruiting,1,1,0,0,0,0,71.0,Recruiter,Recruiting,38.6,GLOBAL_STAFFING,HIGH,company name contains staffing keyword: 'bench',,,
Securitas Security Services Hungary,1,1,0,0,0,0,71.0,Recruiter,Recruiting,38.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
Syntax México,1,0,1,0,0,0,72.0,Talent Acquisition,Recruiting,38.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Futuremedia,1,0,1,0,0,0,71.0,Talent Acquisition,Recruiting,38.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Icertis,1,0,1,0,0,0,71.0,Talent Acquisition,Recruiting,38.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Talent&Tech,1,1,0,0,0,0,70.0,Recruiter,Recruiting,38.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
WeJam Digital,1,0,0,0,1,0,72.0,Executive,Management,38.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
proSapient,1,0,1,0,0,0,71.0,Talent Acquisition,Management,38.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Syren Cloud Inc,4,0,4,0,0,0,55.0,Talent Acquisition,Recruiting,37.9,GLOBAL_TECH,LOW,company name contains tech keyword: 'cloud',,,
US Tech Solutions,4,3,0,0,0,0,56.5,Recruiter,Recruiting,37.6,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'solutions',,,
Alvea Soluciones Tecnológicas,1,1,0,0,0,0,69.0,Recruiter,Recruiting,37.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BeeFlow,1,0,0,0,1,0,71.0,Executive,Management,37.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Administrativo Mexicano,1,0,1,0,0,0,70.0,Talent Acquisition,Recruiting,37.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Prowork Group Colombia,1,0,1,0,0,0,70.0,Talent Acquisition,Recruiting,37.6,LATAM_USD,HIGH,company name contains geographic keyword: 'colombia',,,
Zukk - Geoespacial,1,1,0,0,0,0,69.0,Recruiter,Recruiting,37.6,EUROPE,HIGH,company name contains geographic keyword: 'uk',,,
TELUS Digital,15,5,2,0,0,1,31.7,Other,Recruiting,37.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Montreal Oficial,4,2,0,0,0,0,62.0,Recruiter,Recruiting,37.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Lean Tech,3,1,1,0,1,0,58.7,Director,Recruiting,37.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
CogniSAP,1,0,0,0,1,0,70.0,Director,Management,37.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CresitaTech IT Solutions,1,1,0,0,0,0,68.0,Recruiter,Recruiting,37.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'solutions',,,
Atlas Technica,2,1,1,0,0,0,62.5,Recruiter,Recruiting,37.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Randstad España,3,1,1,0,0,0,62.0,Consultant,Recruiting,36.8,SPAIN_EU,HIGH,company name contains geographic keyword: 'españa',,,
Concentrix,4,1,3,0,0,0,51.5,Talent Acquisition,Recruiting,36.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"CSG | Corporate Solutions General, Inc",1,1,0,0,0,0,67.0,Recruiter,Recruiting,36.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Datacop,1,0,0,0,1,0,69.0,Executive,Management,36.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
IT People Connect,1,1,0,0,0,0,67.0,Recruiter,Recruiting,36.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Logicalis Portugal,1,0,1,0,0,0,68.0,Talent Acquisition,Recruiting,36.6,EUROPE,HIGH,company name contains geographic keyword: 'portugal',,,
Rajapack España,1,0,1,0,0,0,68.0,Talent Acquisition,Recruiting,36.6,SPAIN_EU,HIGH,company name contains geographic keyword: 'españa',,,
SpinTheory,1,0,0,0,1,0,69.0,Executive,Management,36.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
WE ARE META,1,1,0,0,0,0,67.0,Recruiter,Recruiting,36.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SAP,19,0,0,1,4,0,45.1,Other,Management,36.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CodeRoad Inc,4,3,1,0,0,0,49.0,Recruiter,Recruiting,36.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Jet2 Travel Technologies Pvt Ltd,2,0,2,0,0,0,62.0,Talent Acquisition,Recruiting,36.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Kantic,2,2,0,0,0,0,60.0,Recruiter,Recruiting,36.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Truelogic Software,5,1,3,0,0,1,50.2,Talent Acquisition,Recruiting,36.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
ABANCA Portugal,1,0,0,0,1,0,68.0,Director,Management,36.1,EUROPE,HIGH,company name contains geographic keyword: 'portugal',,,
Cloud 99 INC,1,1,0,0,0,0,66.0,Recruiter,Recruiting,36.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'cloud',,,
HR-Recruiting Services GmbH,1,1,0,0,0,0,66.0,Sourcer,Management,36.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
juucy,3,3,0,0,0,0,53.0,Recruiter,Recruiting,35.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Eucloid Data Solutions,2,0,2,0,0,0,61.0,Talent Acquisition,Recruiting,35.7,GLOBAL_CONSULTING,LOW,mixed signals: tech 'data' + consulting 'solutions',,,
Syntax,2,0,2,0,0,0,61.0,Talent Acquisition,Recruiting,35.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
KPMG Greece,1,0,0,0,1,0,67.0,Director,Management,35.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RecLatam,1,1,0,0,0,0,65.0,Recruiter,Recruiting,35.6,LATAM_USD,HIGH,company name contains geographic keyword: 'latam',,,
Stealth Mode,1,0,0,0,1,0,67.0,Executive,Management,35.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GFT Technologies,20,0,4,0,2,2,38.8,Other,Management,35.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Nava | Tech for Business,3,2,0,0,1,0,53.7,Recruiter,Recruiting,35.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Laiba technology,2,2,0,0,0,0,58.0,Recruiter,Recruiting,35.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Mozantech,2,0,2,0,0,0,60.0,Talent Acquisition,Management,35.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
AL Consultoria Tech,1,0,1,0,0,0,65.0,Talent Acquisition,Recruiting,35.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'consultoria',,,
Claranet Portugal,1,0,1,0,0,0,65.0,Talent Acquisition,Recruiting,35.1,EUROPE,HIGH,company name contains geographic keyword: 'portugal',,,
Clever For Tech,1,0,1,0,0,0,65.0,Talent Acquisition,Recruiting,35.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
LUK HR,1,0,0,0,1,0,66.0,Executive,Management,35.1,EUROPE,HIGH,company name contains geographic keyword: 'uk',,,
Mob2Con,1,0,0,0,1,0,66.0,Head of Data,Management,35.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
OnduCloud,1,0,1,0,0,0,65.0,Talent Acquisition,Recruiting,35.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'cloud',,,
Recruit Bridge,1,0,1,0,0,0,65.0,Talent Acquisition,Recruiting,35.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Select Soluções,1,0,0,0,1,0,66.0,Executive,Management,35.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FullStack,3,3,0,0,0,0,51.0,Recruiter,Recruiting,34.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Teamit Inc,2,2,0,0,0,0,57.0,Recruiter,Recruiting,34.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AS White Global,1,0,1,0,0,0,64.0,Talent Acquisition,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bhuvi IT Solutions,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
CodingBand,1,0,1,0,0,0,64.0,Talent Acquisition,Management,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Deutsche Rentenversicherung Hessen,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GlobalNow IT Inc,1,0,1,0,0,0,64.0,Talent Acquisition,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IT Resources Innovation,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Metalabs,1,0,0,0,0,0,69.0,Founder,Management,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
New Era Technology,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Ore Energy,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pierpoint International-,1,0,1,0,0,0,64.0,Talent Acquisition,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sapiro Legal Connections,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Timber and Building Supplies Holland N.V,1,1,0,0,0,0,63.0,Recruiter,Recruiting,34.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Parallel Staff,3,0,3,0,0,0,53.0,Talent Acquisition,Recruiting,34.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tech First,3,2,1,0,0,0,50.7,Sourcer,Recruiting,34.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Euromonitor International,2,0,2,0,0,0,58.0,Talent Acquisition,Recruiting,34.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Netcracker Technology,2,0,2,0,0,0,58.0,Talent Acquisition,Recruiting,34.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
ALFA Consultoria - SAP Gold Partner,1,0,0,0,1,0,64.0,Director,Analytics,34.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
ALIS Software LLC,1,1,0,0,0,0,62.0,Recruiter,Recruiting,34.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
COINOV,1,0,0,0,1,0,64.0,Director,Management,34.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cloud Bridge Solutions,1,0,1,0,0,0,63.0,Talent Acquisition,Recruiting,34.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'cloud' + consulting 'solutions',,,
Code10,1,0,0,0,1,0,64.0,Director,Management,34.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Distribusion Technologies,1,1,0,0,0,0,62.0,Recruiter,Recruiting,34.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Ekcel Technologies Inc,1,1,0,0,0,0,62.0,Recruiter,Recruiting,34.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Foodify.com,1,0,0,0,1,0,64.0,Director,Management,34.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gravitas Recruitment Group (UK) Ltd,1,0,0,0,1,0,64.0,Director,Management,34.1,EUROPE,HIGH,company name contains geographic keyword: 'uk',,,
PD on Demand GmbH,1,0,0,0,1,0,64.0,Director,Management,34.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Switch Software,1,0,1,0,0,0,63.0,Talent Acquisition,Recruiting,34.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
TechOp Solutions International,1,1,0,0,0,0,62.0,Recruiter,Recruiting,34.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'solutions',,,
medialabTech,1,0,0,0,0,0,68.0,HR,Management,34.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Randstad Enterprise,9,4,0,0,1,0,38.1,Recruiter,Management,34.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TechTree,2,2,0,0,0,0,55.5,Recruiter,Recruiting,34.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Veeam Software,2,1,1,0,0,0,56.5,Sourcer,Recruiting,34.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
Avanade,11,3,1,1,0,3,34.3,Data Engineer,Recruiting,33.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Korn Ferry,9,4,0,0,1,0,37.7,Recruiter,Recruiting,33.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HelloFresh,6,0,4,0,1,0,42.2,Talent Acquisition,Recruiting,33.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Datarails,2,2,0,0,0,0,55.0,Sourcer,Management,33.7,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Mismo,2,2,0,0,0,0,55.0,Recruiter,Recruiting,33.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
iTalent - Hire Smarter,2,0,2,0,0,0,57.0,Talent Acquisition,Recruiting,33.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tecla T,4,2,2,0,0,0,44.5,Recruiter,Recruiting,33.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IBA - International Business Accelerator,1,0,0,0,1,0,63.0,Executive,Management,33.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SAP Fioneer,1,0,0,0,1,0,63.0,Executive,Management,33.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Trading Technologies,1,0,1,0,0,0,62.0,Talent Acquisition,Recruiting,33.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
akirolabs,1,0,0,0,1,0,63.0,Executive,Management,33.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Akurey,2,2,0,0,0,0,54.5,Recruiter,Recruiting,33.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Lightspeed Commerce,2,0,2,0,0,0,56.5,Talent Acquisition,Recruiting,33.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pentera,2,0,2,0,0,0,56.5,Talent Acquisition,Recruiting,33.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Aubay Portugal,4,1,0,0,1,0,55.8,Executive,Management,33.3,EUROPE,HIGH,company name contains geographic keyword: 'portugal',,,
Paired,3,3,0,0,0,0,48.0,Recruiter,Recruiting,33.3,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Randstad,14,4,1,0,0,0,34.5,Other,Recruiting,33.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Accord Innovations,4,0,3,0,1,0,46.5,Talent Acquisition,Recruiting,33.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Factbird,2,0,1,0,1,0,57.0,Director,Management,33.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AHU Technologies Pvt Ltd,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Apidel Technologies,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Archer Technology Advisors,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'technology' + consulting 'advisors',,,
Atlantis IT Group,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cuboid IT Solutions,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
DATAECONOMY,1,0,1,0,0,0,61.0,Talent Acquisition,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
"DATAMAXIS, Inc",1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
DPP Tech,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
DataSmart Lda,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Databool,1,0,0,0,0,1,66.0,Data Engineer,Data Engineering,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Golden Software Solution,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
Kastech Software Solutions Group,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'software' + consulting 'solutions',,,
LQ Consultoria em RH,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Micro-Cap Solutions,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
R Systems,1,0,1,0,0,0,61.0,Talent Acquisition,Recruiting,33.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RICEFW Technologies Inc,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Remoters.me,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"SBase Technologies, Inc",1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
System Soft Technologies,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
TALENT Software Services,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'software' + consulting 'services',,,
TECHPROOF B.V,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Tachyon Technologies,1,0,1,0,0,0,61.0,Talent Acquisition,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Tech Holding,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Techcombank (TCB),1,0,1,0,0,0,61.0,Talent Acquisition,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
TestCrew | Quality Engineering & Software Testing,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
Thaloz,1,0,1,0,0,0,61.0,Talent Acquisition,Recruiting,33.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Vector Technologies LLC,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
XUMTECH - Experiencia Digital,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
rcs tech group,1,1,0,0,0,0,60.0,Recruiter,Recruiting,33.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
FPT Software,2,1,1,0,0,0,54.5,Recruiter,Recruiting,33.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
SPRO IT Solutions,2,0,0,0,2,0,57.5,Director,Management,33.0,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
inventCloud,2,1,0,0,1,0,55.5,Director,Operations,33.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'cloud',,,
Epsilon Solutions Ltd. SA de CV,5,3,1,0,0,0,41.8,Recruiter,Recruiting,32.9,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Ancient - The Wisdom of Technology,3,2,0,0,0,0,53.0,Recruiter,Recruiting,32.8,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Prometeo Talent,2,2,0,0,0,0,53.0,Recruiter,Recruiting,32.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CodersLink Talent,1,1,0,0,0,0,59.0,Recruiter,Recruiting,32.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Netdata Innovation Center,1,0,1,0,0,0,60.0,Talent Acquisition,Recruiting,32.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Remote Team Solutions,1,0,1,0,0,0,60.0,Talent Acquisition,Recruiting,32.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
TechTiera Corporation,1,0,1,0,0,0,60.0,Talent Acquisition,Recruiting,32.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Babbel,9,0,1,3,0,1,34.0,Hiring Manager,Management,32.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Apex Systems,3,2,1,0,0,0,47.3,Recruiter,Recruiting,32.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kake,3,2,0,0,1,0,48.3,Recruiter,Recruiting,32.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Addvisor Group,2,0,2,0,0,0,54.5,Talent Acquisition,Recruiting,32.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FullStack Labs,2,2,0,0,0,0,52.5,Recruiter,Recruiting,32.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
4SolutionGroup,3,3,0,0,0,0,46.0,Recruiter,Recruiting,32.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Dev.Pro,6,4,0,0,0,1,39.3,Recruiter,Recruiting,32.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TechBridge,2,2,0,0,0,0,52.0,Recruiter,Recruiting,32.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
"Baja Technologies, Inc",1,0,1,0,0,0,59.0,Talent Acquisition,Recruiting,32.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
DataLakers Tecnologia,1,0,0,0,0,1,64.0,Data Engineer,Data Engineering,32.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Treasure AI,1,0,1,0,0,0,59.0,Talent Acquisition,Recruiting,32.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
VYZE INC,3,2,1,0,0,0,46.3,Recruiter,Recruiting,32.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ACE Money Transfer,2,1,1,0,0,0,52.5,Recruiter,Recruiting,32.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BA Global Talent,2,0,2,0,0,0,53.5,Talent Acquisition,Recruiting,32.0,GLOBAL_STAFFING,HIGH,company name contains staffing keyword: 'global talent',,,
Worldpanel,2,0,0,0,1,0,59.5,Director,Analytics,32.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Boticário,48,1,1,2,1,12,23.1,Other,Other,31.8,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
SOAINT,3,0,3,0,0,0,48.0,Talent Acquisition,Recruiting,31.8,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Nerdy,2,0,2,0,0,0,53.0,Talent Acquisition,Recruiting,31.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Stellent IT,2,2,0,0,0,0,51.0,Recruiter,Recruiting,31.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AMM Enterprise GmbH,1,1,0,0,0,0,57.0,Recruiter,Recruiting,31.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AMM Group,1,1,0,0,0,0,57.0,Recruiter,Recruiting,31.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ART IT Intelligent Technology,1,0,1,0,0,0,58.0,Talent Acquisition,Recruiting,31.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Alorica,1,0,1,0,0,0,58.0,Talent Acquisition,Recruiting,31.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Alphas Remote Team,1,1,0,0,0,0,57.0,Recruiter,Recruiting,31.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Caliber 3135,1,0,0,1,0,0,55.0,Hiring Manager,Management,31.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
